inst01 5 3 0.97 3 580 88000 38
inst02 10 5 0.97 3 799 389994 305
inst03 20 8 0.97 3 1346 920620 1612
inst04 40 12 0.97 3 2127 2128379 10592
inst05 70 18 0.97 3 3012 3811283 92867
inst06 120 25 0.97 3 5009 6521872 670217
